Id,SalePrice
1461,109399.91347758577
1462,159113.14655483502
1463,166220.17759061477
1464,186549.57796728704
1465,213749.1838644544
1466,174384.71359310637
1467,156018.25078970625
1468,169690.0028727348
1469,200651.24817094847
1470,101109.01242347481
1471,213303.95368973364
1472,108519.13405248825
1473,103278.156922961
1474,168525.06683647388
1475,132975.7440727976
1476,347041.2755191589
1477,252474.96783353365
1478,304922.96851045976
1479,300974.4248428367
1480,397609.9925711289
1481,299400.6794028651
1482,235534.52043474163
1483,193605.0756239287
1484,193554.69002541585
1485,200912.22176810994
1486,223558.04632499197
1487,312696.68168763607
1488,266758.4929226743
1489,202879.9477781671
1490,225151.30069231836
1491,209455.94703009003
1492,103713.15510457987
1493,173099.98854906042
1494,284788.0716654898
1495,281330.7507528574
1496,238834.5973270717
1497,209700.80977628403
1498,179780.71762430202
1499,179849.10490136058
1500,168868.1786714024
1501,184485.1948904565
1502,172427.03029422462
1503,269043.1127968491
1504,244186.1513402022
1505,232864.31167612865
1506,192547.97954630433
1507,244785.33120838157
1508,194658.84132580366
1509,161240.74996127188
1510,139233.5202832512
1511,145167.97502512077
1512,167490.6731689166
1513,163855.8662887175
1514,150029.36635962687
1515,226249.11838707898
1516,160771.86992144166
1517,159911.63555550983
1518,161905.41474461777
1519,221830.48318660224
1520,120146.8543931105
1521,124856.8251507713
1522,184223.0734289625
1523,105271.17849397636
1524,97516.99317696807
1525,106022.50353601761
1526,107140.87388176576
1527,101809.58769609442
1528,127555.56008803344
1529,133559.30224769458
1530,173261.4028440175
1531,138416.88847315335
1532,96059.15816540131
1533,159411.71319615876
1534,121773.7895813128
1535,164489.0969472708
1536,116092.41209596663
1537,72761.80892846524
1538,184992.2710931677
1539,215826.81817918888
1540,131297.198702286
1541,141358.91303760803
1542,140564.72456063656
1543,217947.71016135917
1544,83061.67666750366
1545,111637.65256915463
1546,145388.0075424253
1547,142450.2224130017
1548,132683.4156858183
1549,109018.4866394879
1550,144124.75520381983
1551,124961.3191183944
1552,152550.39137822087
1553,149980.48841390305
1554,121242.56549561466
1555,173041.44925872062
1556,109396.90614207229
1557,99931.65658849361
1558,94392.83673782961
1559,111757.29483010166
1560,146487.96554856235
1561,129682.26252022246
1562,119968.25686534867
1563,100016.74213391484
1564,169402.64507456962
1565,143826.28660855873
1566,218175.54705827066
1567,73908.21403754165
1568,211358.35786604742
1569,109098.66018957831
1570,149420.99083846062
1571,130012.2222172938
1572,124632.26737486012
1573,237339.2608327848
1574,137351.0701316035
1575,225360.0140057503
1576,241010.52244109975
1577,203366.45631517132
1578,127267.04220845993
1579,133536.08719730668
1580,195182.14536166133
1581,136860.50492619083
1582,113719.71559637447
1583,295020.6890300455
1584,245636.61690457468
1585,162374.6205128288
1586,29585.54105908319
1587,95833.01979401684
1588,133984.10341909016
1589,91154.55936617462
1590,138532.54870538157
1591,79883.56847043813
1592,119146.30128195463
1593,127919.22716511833
1594,118324.79942440742
1595,130809.41640074342
1596,224143.4031541067
1597,174069.88829968811
1598,191901.0949462651
1599,210071.75122950156
1600,215812.75610574952
1601,30377.138976110495
1602,118915.6104222351
1603,68325.30625510868
1604,262594.65707837825
1605,259617.23087137647
1606,170744.4858481501
1607,209362.49194855941
1608,229254.28570568818
1609,200893.39880175656
1610,142043.23482439166
1611,150719.94616042776
1612,187374.71723468415
1613,172720.64735129965
1614,117521.98759542615
1615,76862.761121955
1616,76862.761121955
1617,90144.55170310696
1618,105491.01251272904
1619,133527.10840102867
1620,185313.37651758373
1621,138541.7872521301
1622,124685.49733283883
1623,260760.35318931902
1624,217311.67700112937
1625,108598.57871794514
1626,176167.95328025613
1627,178805.30380841508
1628,277944.35983714496
1629,186649.35793396411
1630,327398.88525391265
1631,203786.7682304352
1632,247714.8703507468
1633,184365.62060357642
1634,192590.23105291545
1635,178831.66713507264
1636,177209.1536593166
1637,178851.7799360312
1638,224896.4712502883
1639,189375.88797562325
1640,262799.18507558026
1641,190173.90569374512
1642,252530.825970463
1643,247711.4388449021
1644,245341.42037210288
1645,177959.41609275504
1646,149241.99119326123
1647,166803.57448631048
1648,136082.9602973496
1649,123866.03392960457
1650,101279.419493858
1651,103901.24089667271
1652,108975.66746402287
1653,109183.01488199213
1654,166754.69472935575
1655,159454.5222595964
1656,163694.58445883053
1657,167211.22814089037
1658,176489.8355631819
1659,127071.91799567326
1660,155397.87206578767
1661,365697.06204746256
1662,344300.8589622433
1663,344889.8558900148
1664,403358.0084122751
1665,322859.5570758836
1666,289181.9874588762
1667,324506.13178005733
1668,325600.54164625576
1669,291528.50516048656
1670,328178.04752054694
1671,253791.6048969142
1672,364508.1980786107
1673,282637.8476419173
1674,267500.77075292135
1675,208882.32833240146
1676,207026.05210375122
1677,222113.6120384431
1678,396039.2176167959
1679,328469.15597295307
1680,322260.3424598075
1681,288650.76294570684
1682,279949.72600520495
1683,221598.2204586136
1684,207664.3463345276
1685,196449.87762759742
1686,209414.18844223185
1687,200410.91958666744
1688,219613.94260387134
1689,217256.16008512268
1690,210902.10727193148
1691,197733.5275712231
1692,268360.11483476707
1693,189117.80759559968
1694,170084.53958578827
1695,174808.65584640822
1696,268253.7612955378
1697,167548.42043875332
1698,309292.20310474024
1699,297774.74825110345
1700,244163.62904397747
1701,267637.4922271831
1702,265254.54644028284
1703,269435.07248847815
1704,274939.0727141161
1705,248106.59606412565
1706,377920.0708128568
1707,224543.04435426497
1708,216910.74225761287
1709,277658.09911190264
1710,244512.2511574967
1711,263188.4966604188
1712,272099.5938434332
1713,269800.622889751
1714,225711.49713767448
1715,209891.84633132175
1716,207264.20486576867
1717,199698.1893033717
1718,150532.76429672912
1719,217118.47799406014
1720,247922.60532089695
1721,198992.45370829862
1722,135093.3482102648
1723,155071.7277666513
1724,230535.40793112607
1725,241186.81767524104
1726,196740.23263270047
1727,192301.51094499603
1728,198664.57608956646
1729,150196.13307132595
1730,154042.1387200487
1731,117567.73742284963
1732,114826.81951084128
1733,101892.6588102897
1734,105976.95872434683
1735,131326.7794304709
1736,102811.53740810987
1737,291535.20892135845
1738,225080.23694277578
1739,306940.5095245474
1740,238052.84396277624
1741,209036.57435268036
1742,183915.50543195545
1743,194684.33935195778
1744,282409.57250136964
1745,239669.4484194104
1746,254530.42737315013
1747,223464.8865951656
1748,233925.61392403033
1749,155093.49589038396
1750,140511.81566109054
1751,245792.824780041
1752,100938.98371829768
1753,163856.5785094928
1754,206770.51988185686
1755,172023.3292825945
1756,100886.52071971784
1757,99040.24771820311
1758,155878.64262463595
1759,176365.75330204074
1760,170063.93603189767
1761,155532.46003575937
1762,172822.5799810082
1763,187206.794825339
1764,105592.95998087106
1765,199017.04190270067
1766,171117.06570397003
1767,198739.21839348995
1768,131903.16458476416
1769,180879.95821715414
1770,143617.7083312067
1771,123732.38423643308
1772,150249.03841641033
1773,122427.76591489068
1774,179720.78091463505
1775,125613.84215073183
1776,122380.51565712818
1777,76495.91036038066
1778,137171.22148396785
1779,98077.30331129557
1780,174816.30253902462
1781,121162.83182490338
1782,68454.55895286414
1783,139143.9307656074
1784,86379.94260270311
1785,133641.15894957457
1786,189088.78289611498
1787,189411.351553794
1788,15032.753905557329
1789,114446.58665931306
1790,53792.16394725384
1791,225564.74123983772
1792,152292.00101676886
1793,128299.27653531509
1794,157890.3848349693
1795,129093.79724099603
1796,144743.4947714475
1797,137745.13659036218
1798,112156.35917583213
1799,85922.06036098138
1800,124866.01585700817
1801,109681.29876448063
1802,158145.60997837072
1803,170064.12100814085
1804,140789.9837200176
1805,131715.1267899772
1806,144721.00009974197
1807,161634.89842808503
1808,131976.0620276205
1809,111289.39033204666
1810,147568.79643814324
1811,70317.21842850826
1812,95165.5915084586
1813,117204.63920817361
1814,79096.15195007727
1815,10945.067908519995
1816,90838.86472156656
1817,133456.00393454428
1818,173483.03630271356
1819,158188.33172420005
1820,71322.27950834786
1821,123538.47352801345
1822,169626.63753811072
1823,33509.28742349427
1824,167326.74601454078
1825,137848.40357509418
1826,102179.77961793204
1827,104904.2324809517
1828,136642.47891657345
1829,154736.20924643986
1830,158917.25138868554
1831,170048.0338393784
1832,140297.2083906521
1833,155187.94051699096
1834,142739.884353259
1835,150571.96551631787
1836,152827.70587228576
1837,88497.23197880841
1838,127157.26899440144
1839,51934.643737462466
1840,113211.80272609065
1841,125918.46635522414
1842,93317.34441526933
1843,124757.38241085398
1844,148503.3570057893
1845,145356.65752831183
1846,152379.28526332346
1847,188874.80346629454
1848,-10101.466766479192
1849,101809.52981147158
1850,114320.55208928464
1851,167621.09651434235
1852,132612.27943520877
1853,144618.11027847615
1854,188630.94328815246
1855,193689.0599248364
1856,232647.2010763468
1857,156490.18285560072
1858,152643.8620478193
1859,124035.87554806902
1860,178668.87854583038
1861,122592.32731255365
